
Element
1
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
2
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
3
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
4
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
5
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
6
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
7
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
8
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
9
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
10
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
11
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
12
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
13
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
14
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
15
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
16
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
17
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
18
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
19
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
20
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
0.000000000000000 0.000000000000000 -0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06

Element
21
NFPint
2
IP_xi IP_eta IP_zeta IP_w IP_a0X IP_a0Y IP_a0Z IP_L0 IP_A0
0.000000000000000 0.000000000000000 0.577350269189626 1.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 2.000000E-03 3.141500E-06
